Age,Attrition,BusinessTravel_FK,DailyRate,Department_FK,DistanceFromHome,Education,EducationField_FK,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender_FK,HourlyRate,JobInvolvement,JobLevel,JobRole_FK,JobSatisfaction,MaritalStatus_FK,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumberProjects,WorkAccident
31,No,1002,1222,2001,11,4,3001,1,895,4,4001,48,3,1,5006,4,6001,2356,14871,3,Y,Yes,19,3,2,80,1,8,2,3,6,4,0,2,4,0
29,Yes,1002,341,2002,1,3,3003,1,896,2,4000,48,2,1,5008,3,6000,2800,23522,6,Y,Yes,19,3,3,80,3,5,3,3,3,2,0,2,2,0
53,No,1002,868,2002,8,3,3002,1,897,1,4001,73,3,4,5007,4,6001,11836,22789,5,Y,No,14,3,3,80,1,28,3,3,2,0,2,2,5,0
35,No,1002,672,2001,25,3,3005,1,899,4,4001,78,2,3,5004,2,6001,10903,9129,3,Y,No,16,3,1,80,0,16,2,3,13,10,4,8,2,0
37,No,1001,1231,2002,21,2,3003,1,900,3,4000,54,3,1,5008,4,6001,2973,21222,5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0,2,0
53,No,1002,102,2001,23,4,3001,1,901,4,4000,72,3,4,5005,4,6002,14275,20206,6,Y,No,18,3,3,80,0,33,0,3,12,9,3,8,2,0
43,No,1001,422,2001,1,3,3001,1,902,4,4000,33,3,2,5000,4,6001,5562,21782,4,Y,No,13,3,2,80,1,12,2,2,5,2,2,2,2,0
47,No,1002,249,2002,2,2,3002,1,903,3,4000,35,3,2,5007,4,6001,4537,17783,0,Y,Yes,22,4,1,80,1,8,2,3,7,6,7,7,6,0
37,No,1000,1252,2002,19,2,3003,1,904,1,4001,32,3,3,5007,2,6002,7642,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9,6,0
50,No,1000,881,2001,2,4,3001,1,905,1,4001,98,3,4,5003,1,6000,17924,4544,1,Y,No,11,3,4,80,1,31,3,3,31,6,14,7,2,0
39,No,1002,1383,2000,2,3,3001,1,909,4,4000,42,2,2,5001,4,6001,5204,7790,8,Y,No,11,3,3,80,2,13,2,3,5,4,0,4,7,0
33,No,1002,1075,2000,3,2,3000,1,910,4,4001,57,3,1,5001,2,6000,2277,22650,3,Y,Yes,11,3,3,80,1,7,4,4,4,3,0,3,4,0
32,Yes,1002,374,2001,25,4,3001,1,911,1,4001,87,3,1,5002,4,6002,2795,18016,1,Y,Yes,24,4,3,80,0,1,2,1,1,0,0,1,5,0
29,No,1002,1086,2001,7,1,3003,1,912,1,4000,62,2,1,5002,4,6000,2532,6054,6,Y,No,14,3,3,80,3,8,5,3,4,3,0,3,2,0
44,No,1002,661,2001,9,2,3001,1,913,2,4001,61,3,1,5006,1,6001,2559,7508,1,Y,Yes,13,3,4,80,0,8,0,3,8,7,7,1,2,0
28,No,1002,821,2002,5,4,3003,1,916,1,4001,98,3,2,5007,4,6002,4908,24252,1,Y,No,14,3,2,80,0,4,3,3,4,2,0,2,5,0
58,Yes,1001,781,2001,2,1,3001,1,918,4,4001,57,2,1,5002,4,6000,2380,13384,9,Y,Yes,14,3,4,80,1,3,3,2,1,0,0,0,2,0
43,No,1002,177,2001,8,3,3001,1,920,1,4000,55,3,2,5004,2,6000,4765,23814,4,Y,No,21,4,3,80,1,4,2,4,1,0,0,0,2,0
20,Yes,1002,500,2002,2,3,3003,1,922,3,4000,49,2,1,5008,3,6002,2044,22052,1,Y,No,13,3,4,80,0,2,3,2,2,2,0,2,5,0
21,Yes,1002,1427,2001,18,1,3004,1,923,4,4000,65,3,1,5006,4,6002,2693,8870,1,Y,No,19,3,1,80,0,1,3,2,1,0,0,0,6,0
36,No,1002,1425,2001,14,1,3001,1,924,3,4001,68,3,2,5000,4,6001,6586,4821,0,Y,Yes,17,3,1,80,1,17,2,2,16,8,4,11,5,0
47,No,1002,1454,2002,2,4,3001,1,925,4,4000,65,2,1,5008,4,6002,3294,13137,1,Y,Yes,18,3,1,80,0,3,3,2,3,2,1,2,5,0
22,Yes,1002,617,2001,3,1,3001,1,926,2,4000,34,3,2,5004,3,6001,4171,10022,0,Y,Yes,19,3,1,80,1,4,3,4,3,2,0,2,6,0
41,Yes,1002,1085,2001,2,4,3001,1,927,2,4000,57,1,1,5002,4,6000,2778,17725,4,Y,Yes,13,3,3,80,1,10,1,2,7,7,1,0,4,0
28,No,1002,995,2001,9,3,3003,1,930,3,4000,77,3,1,5006,3,6000,2377,9834,5,Y,No,18,3,2,80,1,6,2,3,2,2,2,2,6,0
39,Yes,1002,1122,2001,6,3,3003,1,932,4,4001,70,3,1,5002,1,6001,2404,4303,7,Y,Yes,21,4,4,80,0,8,2,1,2,2,2,2,3,0
27,No,1002,618,2001,4,3,3001,1,933,2,4000,76,3,1,5006,3,6002,2318,17808,1,Y,No,19,3,3,80,0,1,2,3,1,1,0,0,6,0
34,No,1002,546,2001,10,3,3001,1,934,2,4001,83,3,1,5002,2,6000,2008,6896,1,Y,No,14,3,2,80,2,1,3,3,1,0,1,0,6,0
42,No,1002,462,2002,14,2,3003,1,936,3,4000,68,2,2,5007,3,6002,6244,7824,7,Y,No,17,3,1,80,0,10,6,3,5,4,0,3,2,0
33,No,1002,1198,2001,1,4,3004,1,939,3,4001,100,2,1,5006,1,6002,2799,3339,3,Y,Yes,11,3,2,80,0,6,1,3,3,2,0,2,2,0
58,No,1002,1272,2001,5,3,3005,1,940,3,4000,37,2,3,5000,2,6000,10552,9255,2,Y,Yes,13,3,4,80,1,24,3,3,6,0,0,4,2,0
31,No,1002,154,2002,7,4,3001,1,941,2,4001,41,2,1,5008,3,6001,2329,11737,3,Y,No,15,3,2,80,0,13,2,4,7,7,5,2,2,0
35,No,1002,1137,2001,21,1,3001,1,942,4,4000,51,3,2,5000,4,6001,4014,19170,1,Y,Yes,25,4,4,80,1,10,2,1,10,6,0,7,6,0
49,No,1002,527,2001,8,2,3004,1,944,1,4000,51,3,3,5002,2,6001,7403,22477,4,Y,No,11,3,3,80,1,29,3,2,26,9,1,7,5,0
48,No,1002,1469,2001,20,4,3003,1,945,4,4001,51,3,1,5006,3,6001,2259,5543,4,Y,No,17,3,1,80,2,13,2,2,0,0,0,0,2,0
31,No,1000,1188,2002,20,2,3002,1,947,4,4000,45,3,2,5007,3,6001,6932,24406,1,Y,No,13,3,4,80,1,9,2,2,9,8,0,0,5,0
36,No,1002,188,2001,7,4,3004,1,949,2,4001,65,3,1,5006,4,6002,4678,23293,2,Y,No,18,3,3,80,0,8,6,3,6,2,0,1,6,0
38,No,1002,1333,2001,1,3,3005,1,950,4,4000,80,3,3,5005,1,6001,13582,16292,1,Y,No,13,3,2,80,1,15,3,3,15,12,5,11,2,0
32,No,1000,1184,2001,1,3,3001,1,951,3,4000,70,2,1,5002,2,6001,2332,3974,6,Y,No,20,4,3,80,0,5,3,3,3,0,0,2,7,0
25,Yes,1002,867,2002,19,2,3002,1,952,3,4001,36,2,1,5008,2,6001,2413,18798,1,Y,Yes,18,3,3,80,3,1,2,3,1,0,0,0,3,0
40,No,1002,658,2002,10,4,3002,1,954,1,4001,67,2,3,5007,2,6000,9705,20652,2,Y,No,12,3,2,80,1,11,2,2,1,0,0,0,3,0
26,No,1001,1283,2002,1,3,3003,1,956,3,4001,52,2,2,5007,1,6002,4294,11148,1,Y,No,12,3,2,80,0,7,2,3,7,7,0,7,4,0
41,No,1002,263,2001,6,3,3003,1,957,4,4001,59,3,1,5002,1,6002,4721,3119,2,Y,Yes,13,3,3,80,0,20,3,3,18,13,2,17,7,0
36,No,1002,938,2001,2,4,3003,1,958,3,4001,79,3,1,5002,3,6002,2519,12287,4,Y,No,21,4,3,80,0,16,6,3,11,8,3,9,7,0
19,Yes,1002,419,2002,21,3,3004,1,959,4,4001,37,2,1,5008,2,6002,2121,9947,1,Y,Yes,13,3,2,80,0,1,3,4,1,0,0,0,6,0
20,Yes,1002,129,2001,4,3,3005,1,960,1,4001,84,3,1,5002,1,6002,2973,13008,1,Y,No,19,3,2,80,0,1,2,3,1,0,0,0,4,0
31,No,1002,616,2001,12,3,3003,1,961,4,4000,41,3,2,5000,4,6001,5855,17369,0,Y,Yes,11,3,3,80,2,10,2,1,9,7,8,5,2,0
40,No,1001,1469,2001,9,4,3003,1,964,4,4001,35,3,1,5006,2,6000,3617,25063,8,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0,3,0
32,No,1002,498,2001,3,4,3003,1,966,3,4000,93,3,2,5004,1,6001,6725,13554,1,Y,No,12,3,3,80,1,8,2,4,8,7,6,3,5,0
36,Yes,1002,530,2002,3,1,3001,1,967,3,4001,51,2,3,5007,4,6001,10325,5518,1,Y,Yes,11,3,1,80,1,16,6,3,16,7,3,7,6,0
33,No,1002,1069,2001,1,3,3001,1,969,2,4000,42,2,2,5000,4,6002,6949,12291,0,Y,No,14,3,1,80,0,6,3,3,5,0,1,4,3,0
37,Yes,1002,625,2002,1,4,3001,1,970,1,4001,46,2,3,5007,3,6001,10609,14922,5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7,3,0
45,No,1000,805,2001,4,2,3001,1,972,3,4001,57,3,2,5002,2,6001,4447,23163,1,Y,No,12,3,2,80,0,9,5,2,9,7,0,8,7,0
29,No,1001,1404,2002,20,3,3005,1,974,3,4000,84,3,1,5008,4,6001,2157,18203,1,Y,No,15,3,2,80,1,3,5,3,3,1,0,2,6,0
35,No,1002,1219,2002,18,3,3003,1,975,3,4000,86,3,2,5007,3,6001,4601,6179,1,Y,No,16,3,2,80,0,5,3,3,5,2,1,0,2,0
52,No,1002,1053,2001,1,2,3001,1,976,4,4001,70,3,4,5003,4,6001,17099,13829,2,Y,No,15,3,2,80,1,26,2,2,9,8,7,8,2,0
58,Yes,1002,289,2001,2,3,3005,1,977,4,4001,51,3,1,5006,3,6002,2479,26227,4,Y,No,24,4,1,80,0,7,4,3,1,0,0,0,2,0
53,No,1002,1376,2002,2,2,3003,1,981,3,4001,45,3,4,5003,3,6000,14852,13938,6,Y,No,13,3,3,80,1,22,3,4,17,13,15,2,4,0
30,No,1002,231,2002,8,2,3004,1,982,3,4001,62,3,3,5007,3,6000,7264,9977,5,Y,No,11,3,1,80,1,10,2,4,8,4,7,7,2,0
38,No,1000,152,2002,10,3,3005,1,983,3,4000,85,3,2,5007,4,6002,5666,19899,1,Y,Yes,13,3,2,80,0,6,1,3,5,3,1,3,2,0
35,No,1002,882,2002,3,4,3001,1,984,4,4001,92,3,3,5007,4,6000,7823,6812,6,Y,No,13,3,2,80,1,12,2,3,10,9,0,8,5,0
39,No,1002,903,2002,2,5,3001,1,985,1,4001,41,4,3,5007,3,6002,7880,2560,0,Y,No,18,3,4,80,0,9,3,3,8,7,0,7,2,0
40,Yes,1000,1479,2002,24,3,3001,1,986,2,4000,100,4,4,5007,2,6002,13194,17071,4,Y,Yes,16,3,4,80,0,22,2,2,1,0,0,0,4,0
47,No,1001,1379,2001,16,4,3003,1,987,3,4001,64,4,2,5004,3,6000,5067,6759,1,Y,Yes,19,3,3,80,0,20,3,4,19,10,2,7,5,0
36,No,1000,1229,2002,8,4,3005,1,990,1,4001,84,3,2,5007,4,6000,5079,25952,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7,6,0
31,Yes,1000,335,2001,9,2,3003,1,991,3,4001,46,2,1,5006,1,6002,2321,10322,0,Y,Yes,22,4,1,80,0,4,0,3,3,2,1,2,2,0
33,No,1000,722,2002,17,3,3001,1,992,4,4001,38,3,4,5003,3,6002,17444,20489,1,Y,No,11,3,4,80,0,10,2,3,10,8,6,0,6,0
29,Yes,1002,906,2001,10,3,3001,1,994,4,4000,92,2,1,5006,1,6002,2404,11479,6,Y,Yes,20,4,3,80,0,3,5,3,0,0,0,0,2,0
33,No,1002,461,2001,13,1,3001,1,995,2,4000,53,3,1,5006,4,6002,3452,17241,3,Y,No,18,3,1,80,0,5,4,3,3,2,0,2,5,0
45,No,1002,974,2001,1,4,3003,1,996,4,4000,91,3,1,5002,4,6000,2270,11005,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2,5,0
50,No,1002,1126,2001,1,2,3003,1,997,4,4001,66,3,4,5005,4,6000,17399,6615,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3,2,0
33,No,1001,827,2001,1,4,3004,1,998,3,4000,84,4,2,5000,2,6001,5488,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2,2,0
41,No,1001,840,2001,9,3,3003,1,999,1,4001,64,3,5,5005,3,6000,19419,3735,2,Y,No,17,3,2,80,1,21,2,4,18,16,0,11,2,0
27,No,1002,1134,2001,16,4,3005,1,1001,3,4000,37,3,1,5002,2,6001,2811,12086,9,Y,No,14,3,2,80,1,4,2,3,2,2,2,2,6,0
45,No,1000,248,2001,23,2,3001,1,1002,4,4001,42,3,2,5002,1,6001,3633,14039,1,Y,Yes,15,3,3,80,1,9,2,3,9,8,0,8,5,0
47,No,1002,955,2002,4,2,3001,1,1003,4,4000,83,3,2,5007,4,6002,4163,8571,1,Y,Yes,17,3,3,80,0,9,0,3,9,0,0,7,5,0
30,Yes,1002,138,2001,22,3,3001,1,1004,1,4000,48,3,1,5006,3,6001,2132,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1,2,0
50,No,1002,939,2001,24,3,3001,1,1005,4,4001,95,3,4,5004,3,6001,13973,4161,3,Y,Yes,18,3,4,80,1,22,2,3,12,11,1,5,4,0
38,No,1001,1391,2001,10,1,3003,1,1006,3,4001,66,3,1,5006,3,6001,2684,12127,0,Y,No,17,3,2,80,1,3,0,2,2,1,0,2,2,0
46,No,1002,566,2001,7,2,3003,1,1007,4,4001,75,3,3,5004,3,6000,10845,24208,6,Y,No,13,3,2,80,1,13,3,3,8,7,0,7,2,0
24,No,1002,1206,2001,17,1,3003,1,1009,4,4000,41,2,2,5004,3,6000,4377,24117,1,Y,No,15,3,2,80,2,5,6,3,4,2,3,2,2,0
35,Yes,1002,622,2001,14,4,3004,1,1010,3,4001,39,2,1,5002,2,6000,3743,10074,1,Y,Yes,24,4,4,80,1,5,2,1,4,2,0,2,2,0
31,No,1001,853,2001,1,1,3001,1,1011,3,4000,96,3,2,5004,1,6001,4148,11275,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3,2,1
18,No,1000,287,2001,5,2,3001,1,1012,2,4001,73,3,1,5006,4,6002,1051,13493,1,Y,No,15,3,4,80,0,0,2,3,0,0,0,0,2,0
54,No,1002,1441,2001,17,3,3005,1,1013,3,4000,56,3,3,5004,3,6001,10739,13943,8,Y,No,11,3,3,80,1,22,2,3,10,7,0,8,2,0
35,No,1002,583,2001,25,4,3003,1,1014,3,4000,57,3,3,5000,3,6000,10388,6975,1,Y,Yes,11,3,3,80,1,16,3,2,16,10,10,1,6,0
30,No,1002,153,2001,8,2,3001,1,1015,2,4000,73,4,3,5005,1,6001,11416,17802,0,Y,Yes,12,3,3,80,3,9,4,2,8,7,1,7,2,0
20,Yes,1002,1097,2001,11,3,3003,1,1016,4,4000,98,2,1,5006,1,6002,2600,18275,1,Y,Yes,15,3,1,80,0,1,2,3,1,0,0,0,4,0
30,Yes,1001,109,2001,5,3,3003,1,1017,2,4000,60,3,1,5002,2,6002,2422,25725,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2,3,0
26,No,1002,1066,2001,2,2,3003,1,1018,4,4001,32,4,2,5004,4,6001,5472,3334,1,Y,No,12,3,2,80,0,8,2,3,8,7,1,3,2,0
22,No,1002,217,2001,8,1,3001,1,1019,2,4001,94,1,1,5002,1,6001,2451,6881,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1,7,0
48,No,1002,277,2001,6,3,3001,1,1022,1,4001,97,2,2,5000,3,6002,4240,13119,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2,5,0
48,No,1002,1355,2001,4,4,3001,1,1024,3,4001,78,2,3,5000,3,6002,10999,22245,7,Y,No,14,3,2,80,0,27,3,3,15,11,4,8,4,0
41,No,1002,549,2001,7,2,3003,1,1025,4,4000,42,3,2,5004,3,6002,5003,23371,6,Y,No,14,3,2,80,0,8,6,3,2,2,2,1,2,0
39,No,1002,466,2001,1,1,3001,1,1026,4,4000,65,2,4,5004,4,6001,12742,7060,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8,6,0
27,No,1002,1055,2001,2,4,3001,1,1027,1,4000,47,3,2,5004,4,6001,4227,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2,7,0
35,No,1002,802,2001,10,3,3004,1,1028,2,4001,45,3,1,5002,4,6000,3917,9541,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2,7,0
42,No,1002,265,2002,5,2,3002,1,1029,4,4001,90,3,5,5003,3,6001,18303,7770,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0,5,0
50,No,1002,804,2001,9,3,3001,1,1030,1,4001,64,3,1,5002,4,6001,2380,20165,4,Y,No,18,3,2,80,0,8,5,3,1,0,0,0,2,0
59,No,1002,715,2001,2,3,3001,1,1032,3,4000,69,2,4,5004,4,6002,13726,21829,3,Y,Yes,13,3,1,80,0,30,4,3,5,3,4,3,6,0
37,Yes,1002,1141,2001,11,2,3003,1,1033,1,4000,61,1,2,5000,2,6001,4777,14382,5,Y,No,15,3,1,80,0,15,2,1,1,0,0,0,2,0
55,No,1001,135,2001,18,4,3003,1,1034,3,4001,62,3,2,5000,2,6001,6385,12992,3,Y,Yes,14,3,4,80,2,17,3,3,8,7,6,7,6,0
41,No,1000,247,2001,7,1,3001,1,1035,2,4000,55,1,5,5005,3,6000,19973,20284,1,Y,No,22,4,2,80,2,21,3,3,21,16,5,10,2,0
38,No,1002,1035,2002,3,4,3001,1,1036,2,4001,42,3,2,5007,4,6002,6861,4981,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0,2,0
26,Yes,1000,265,2002,29,2,3003,1,1037,2,4001,79,1,2,5007,1,6002,4969,21813,8,Y,No,18,3,4,80,0,7,6,3,2,2,2,2,2,0
52,Yes,1002,266,2002,2,1,3002,1,1038,1,4000,57,1,5,5003,4,6001,19845,25846,1,Y,No,15,3,4,80,1,33,3,3,32,14,6,9,4,0
44,No,1002,1448,2002,28,3,3003,1,1039,4,4000,53,4,4,5007,4,6001,13320,11737,3,Y,Yes,18,3,3,80,1,23,2,3,12,11,11,11,2,0
50,No,1000,145,2002,1,3,3001,1,1040,4,4000,95,3,2,5007,3,6001,6347,24920,0,Y,No,12,3,1,80,1,19,3,3,18,7,0,13,2,0
36,Yes,1002,885,2001,16,4,3001,1,1042,3,4000,43,4,1,5002,1,6002,2743,8269,1,Y,No,16,3,3,80,0,18,1,3,17,13,15,14,2,0
39,No,1001,945,2001,22,3,3003,1,1043,4,4000,82,3,3,5004,1,6002,10880,5083,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8,2,0
33,No,1000,1038,2002,8,1,3001,1,1044,2,4000,88,2,1,5008,4,6002,2342,21437,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2,5,0
45,No,1002,1234,2002,11,2,3001,1,1045,4,4000,90,3,4,5003,4,6001,17650,5404,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1,2,0
32,No,1000,1109,2001,29,4,3003,1,1046,4,4000,69,3,1,5002,3,6002,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,5,0
34,No,1002,216,2002,1,4,3002,1,1047,2,4001,75,4,2,5007,4,6000,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,2,0
59,No,1002,1089,2002,1,2,3005,1,1048,2,4001,66,3,3,5003,4,6001,11904,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,2,0
45,No,1002,788,2000,24,4,3003,1,1049,2,4001,36,3,1,5001,2,6002,2177,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,2,0
53,No,1001,124,2002,2,3,3002,1,1050,3,4000,38,2,3,5007,2,6001,7525,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,7,0
36,Yes,1002,660,2001,15,3,3004,1,1052,1,4001,81,3,2,5002,3,6000,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,6,0
26,Yes,1001,342,2001,2,3,3001,1,1053,1,4001,57,3,1,5006,1,6001,2042,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,2,0
34,No,1002,1333,2002,10,4,3001,1,1055,3,4000,87,3,1,5008,3,6001,2220,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,2,0
28,No,1002,1144,2002,10,1,3003,1,1056,4,4001,74,3,1,5008,2,6001,1052,23384,1,Y,No,22,4,2,80,0,1,5,3,1,0,0,0,4,0
38,No,1001,1186,2001,3,4,3004,1,1060,3,4001,44,3,1,5006,3,6001,2821,2997,3,Y,No,16,3,1,80,1,8,2,3,2,2,2,2,3,0
50,No,1002,1464,2001,2,4,3003,1,1061,2,4001,62,3,5,5005,3,6001,19237,12853,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7,5,0
37,No,1002,124,2001,3,3,3004,1,1062,4,4000,35,3,2,5000,2,6002,4107,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1,2,0
40,No,1002,300,2002,26,3,3002,1,1066,3,4001,74,3,2,5007,1,6001,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,6,0
26,No,1001,921,2001,1,1,3003,1,1068,1,4000,66,2,1,5006,3,6000,2007,25265,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3,2,0
46,No,1002,430,2001,1,4,3003,1,1069,4,4001,40,3,5,5005,4,6000,19627,21445,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2,6,0
54,No,1002,1082,2002,2,4,3001,1,1070,3,4000,41,2,3,5007,3,6001,10686,8392,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0,6,0
56,No,1001,1240,2001,9,3,3003,1,1071,1,4000,63,3,1,5006,3,6001,2942,12154,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3,4,0
36,No,1002,796,2001,12,5,3003,1,1073,4,4000,51,2,3,5004,4,6002,8858,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8,2,0
55,No,1000,444,2001,2,1,3003,1,1074,3,4001,40,2,4,5003,1,6002,16756,17323,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2,2,0
43,No,1002,415,2002,25,3,3003,1,1076,3,4001,79,2,3,5007,4,6000,10798,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0,2,0
20,Yes,1001,769,2002,9,3,3002,1,1077,4,4000,54,3,1,5008,4,6002,2323,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2,6,0
21,Yes,1002,1334,2001,10,3,3001,1,1079,3,4000,36,2,1,5002,1,6002,1416,17258,1,Y,No,13,3,1,80,0,1,6,2,1,0,1,0,6,0
46,No,1002,1003,2001,8,4,3001,1,1080,4,4000,74,2,2,5006,1,6000,4615,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7,7,0
51,Yes,1002,1323,2001,4,4,3001,1,1081,1,4001,34,3,1,5006,3,6001,2461,10332,9,Y,Yes,12,3,3,80,3,18,2,4,10,0,2,7,7,0
28,Yes,1000,1366,2001,24,2,3005,1,1082,2,4001,72,2,3,5000,1,6002,8722,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9,3,0
26,No,1002,192,2001,1,2,3003,1,1083,1,4001,59,2,1,5002,1,6001,3955,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3,4,0
30,No,1002,1176,2001,20,3,3004,1,1084,3,4001,85,3,2,5004,1,6001,9957,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2,4,0
41,No,1002,509,2001,7,2,3005,1,1085,2,4000,43,4,1,5006,3,6001,3376,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8,2,0
38,No,1002,330,2001,17,1,3001,1,1088,3,4000,65,2,3,5000,3,6001,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,2,0
40,No,1002,1492,2001,20,4,3005,1,1092,1,4001,61,3,3,5000,4,6001,10322,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1,5,0
27,No,1000,1277,2001,8,5,3001,1,1094,1,4001,87,1,1,5002,3,6001,4621,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2,5,0
55,No,1001,1091,2001,2,1,3001,1,1096,4,4001,65,3,3,5004,2,6001,10976,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2,2,0
28,No,1002,857,2001,10,3,3004,1,1097,3,4000,59,3,2,5006,3,6002,3660,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7,3,0
44,Yes,1002,1376,2000,1,2,3003,1,1098,2,4001,91,2,3,5001,1,6001,10482,2326,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6,6,1
33,No,1002,654,2001,5,3,3001,1,1099,4,4001,34,2,3,5000,4,6000,7119,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2,4,1
35,Yes,1002,1204,2002,4,3,3005,1,1100,4,4001,86,3,3,5007,1,6002,9582,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7,6,0
33,Yes,1001,827,2001,29,4,3003,1,1101,1,4000,54,2,2,5006,3,6002,4508,3129,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8,5,0
28,No,1002,895,2001,15,2,3001,1,1102,1,4001,50,3,1,5002,3,6000,2207,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2,4,0
34,No,1001,618,2001,3,1,3001,1,1103,1,4001,45,3,2,5000,4,6002,7756,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4,7,0
37,No,1002,309,2002,10,4,3001,1,1105,4,4000,88,2,2,5007,4,6000,6694,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0,2,0
25,Yes,1002,1219,2001,4,1,3005,1,1106,4,4001,32,3,1,5002,4,6001,3691,4605,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6,2,0
26,Yes,1002,1330,2001,21,3,3003,1,1107,1,4001,37,3,1,5002,3,6000,2377,19373,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0,5,0
33,Yes,1002,1017,2001,25,3,3003,1,1108,1,4001,55,2,1,5006,2,6002,2313,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2,6,1
42,No,1002,469,2001,2,2,3003,1,1109,4,4001,35,3,4,5003,1,6001,17665,14399,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7,2,0
28,Yes,1001,1009,2001,1,3,3003,1,1111,1,4001,45,2,1,5002,2,6000,2596,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0,4,0
50,Yes,1001,959,2002,1,4,3004,1,1113,4,4001,81,3,2,5007,3,6002,4728,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0,2,0
33,No,1001,970,2002,7,3,3001,1,1114,4,4000,30,3,2,5007,2,6001,4302,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2,5,0
34,No,1000,697,2001,3,4,3001,1,1115,3,4001,40,2,1,5006,4,6001,2979,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0,6,0
